Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
वा,वापि,वा{अव्य},वा{अव्य},-,-,हेतुः 24,-,अथवा,whatever,-,-,
प्रमादात्,प्रमादात्प्रणयेन,प्रमाद{पुं}{5;एक},प्रमाद{पुं}{5;एक},-,-,समुच्चितम् 11,-,प्रमाद_से,for_joking,-,-,
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 11,-,भी,in_relaxation_sleep_resting_place_or_while_eating_together,18.69.K-,-,
मया,मया,अस्मद्{3;एक},अस्मद्{3;एक},-,-,कर्ता 24,-,मैंने,you,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),
हे,हे,हे{अव्य},हे{अव्य},-,-,सम्बोधनसूचकम् 16,-,हे,alone,-,-,
कृष्ण,कृष्ण,कृष्ण{पुं}{8;एक}/कृष्ण{नपुं}{8;एक},कृष्ण{पुं}{8;एक},-,-,प्रतियोगी 21,-,कृष्ण,or,एकं अग्रं विषयः यस्य तत् एकाग्रं तेन,-,
हे,हे,हे{अव्य},हे{अव्य},-,-,सम्बोधनसूचकम् 18,-,हे,as_Your_competitor,-,-,
यादव,यादव,यादव{पुं}{8;एक},यादव{पुं}{8;एक},-,-,प्रतियोगी 21,-,यादव,others,-,18.75.L-,
हे,हे,हे{अव्य},हे{अव्य},-,-,सम्बोधनसूचकम् 20,-,हे,dishonor,-,-,
सख,सखेति,सख{पुं}{8;एक},सख{पुं}{8;एक},-,-,प्रतियोगी 21,-,सखे,have_been_done,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),
इति,-,इति{अव्य},इति{अव्य},-,-,अनुयोगी 22,-,इस_प्रकार,all_those,-,-,
यत्,यदुक्तं,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{2;एक},-,-,कर्म 24,-,जो,I,-,-,
प्रसभम्,प्रसभं,प्रसभ{नपुं}{1;एक}/प्रसभ{नपुं}{2;एक},प्रसभ{नपुं}{2;एक},-,-,क्रियाविशेषणम् 24,-,हठात्,immeasurable,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),
उक्तम्,-,उक्त{पुं}{2;एक}/उक्त{नपुं}{1;एक}/उक्त{नपुं}{2;एक},वच्{कृत्_प्रत्ययः:क्त;वचँ;अदादिः;नपुं}{1;एक},-,-,-,-,कहा_है,from_you,-,-,
च,-,च{अव्य},च{अव्य},-,-,-,-,और,excuse,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)) / रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),
अ-च्युत,-,अच्युत{पुं}{8;एक},अच्युत{पुं}{8;एक},<न-च्युत>Bsmn,न च्युत यस्य सः = अच्युतः सम्बोधने अच्युत,सम्बोध्यः 36,-,हे_अच्युत,11.39.Jyou,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),
यत्,यच्चावहासार्थमसत्कृतोऽसि,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{2;एक},-,-,सम्बन्धः 37,-,जो,of_this,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)) / रेफ-सन्धिः (ससजुषो रुः (8।2।66)),
अवहासार्थम्,-,अवहास{अर्थम्},अवहासार्थ{नपुं}{4;एक},-,-,प्रयोजनम् 36,-,विनोद_के_लिये,moving_and_nonmoving,-,,
विहार-शय्या-आसन-भोजनेषु,विहारशय्यासनभोजनेषु,विहार-शय्या-आसन-भोजन{पुं}{7;बहु}/भोजन{नपुं}{7;बहु},विहार-शय्या-आसन-भोजन{नपुं}{7;बहु},<विहार-शय्या-आसन-भोजनेषु>Ds,विहारः च शय्या च आसनम् च भोजनम् च = विहारशय्यासनभोजनानि तेषु विहारशय्यासनभोजनेषु,अधिकरणम् 36,-,विहार_शय्या_आसान_और_भोजनादि_में,of_all_the_world,-,,
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्ता 36,-,(तुम),father,18.71.K-,,
एकः,एकोऽथवाप्यच्युत,एक{पुं}{1;एक},एक{पुं}{1;एक},-,-,समुच्चितम् 32,-,अकेले,also,वसुदेवस्यापत्यं पुमान् वासुदेवः तस्य / वससि अस्मिन्,,
अथवा,-,अथवा{अव्य},अथवा{अव्य},-,-,कर्तृसमानाधिकरणम् 36,-,अथवा,glorious,-,,
तत्-समक्षम्,तत्समक्षं,तद्-समक्ष{पुं}{2;एक}/समक्ष{नपुं}{1;एक}/समक्ष{नपुं}{2;एक},तद्-समक्ष{नपुं}{1;एक},-,-,अधिकरणम् 36,-,उन_सखाओं_के_सामने,master,-,,
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 33,-,भी,worshipable,-,,
अ-सत्-कृतः,-,अ-सद्-कृत्{पुं}{1;बहु}/कृत्{पुं}{2;बहु}/कृत्{पुं}{5;एक}/कृत्{पुं}{6;एक}/कृत्{पुं}{8;बहु}/कृत{पुं}{1;एक},असद्-कृत्{पुं}{1;एक},<<न-सत्>Tn-कृतः>U,"न सत् = असत्, असत् करोति = असत्कृत् ते असत्कृतः",समुच्चितम् 32,-,अपमानित_किये_गये,are,-,,
असि,-,अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,प्रतियोगी 27,-,हैं,immeasurable_power,-,,
तत्,तत्क्षामये,तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक},तद्{नपुं}{2;एक},-,-,अनुयोगी 41,-,वह,in_three_planetary_systems,18.72.K-,,
अहम्,-,अस्मद्{1;एक},अस्मद्{1;एक},-,-,कर्ता 41,-,मैं,also,-,,
अ-प्रमेयम्,-,अ-प्रमेयम्,न-प्रमेय{पुं}{2;एक},<न-प्रमेयम्>Tn,न प्रमेयम् = अप्रमेयम्,विशेषणम् 40,-,अप्रमेयस्वरूप,equal_to_You,-,,
त्वाम्,त्वामहमप्रमेयम्,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 41,-,आपसे,other,-,,
क्षामये,-,क्षामय{पुं}{7;एक}/क्षामय{नपुं}{1;द्वि}/क्षामय{नपुं}{2;द्वि}/क्षामय{नपुं}{7;एक}/क्षामय{नपुं}{8;द्वि},क्षम्_णिच्{कर्तरि;लट्;उ;एक;आत्मनेपदी;क्षमूँष्_णिच्;भ्वादिः},-,-,-,-,क्षमा_करवाता_हूँ,never,-,,
11.39.Aत्वम्,11.39.Bत्वमस्य,11.39.Cयुष्मद्{1;एक},11.39.Dयुष्मद्{1;एक},11.39.E-,11.39.F-,11.39.Gकर्ता 10,11.39.H-,11.39.Iआप,is,18.73.K-,,
अस्य,-,इदम्{पुं}{6;एक}/इदम्{नपुं}{6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;दिवादिः},इदम्{पुं}{6;एक},-,-,विशेषणम् 4,-,इस,greater,-,,
चर-अ-चरस्य,चराचरस्य,चर-अ-चर{पुं}{6;एक}/चर{नपुं}{6;एक},चराचर{पुं}{6;एक},<चर-<न-चरस्य>Tn>Ds,"न चरम् = अचरम्, चरम् च अचरम् च = चराचरम् तस्य चराचरस्य",विशेषणम् 4,-,चराचर,how,-,,
लोकस्य,लोकस्य,लोक{पुं}{6;एक},लोक{पुं}{6;एक},-,-,षष्ठीसम्बन्धः 6,-,जगत्_के,is_possible,-,,
पिता,पितासि,पितृ{पुं}{1;एक},पितृ{पुं}{1;एक},-,-,समुच्चितम् 6,-,पिता,11.40.Jtherefore,-,,
च,-,च{अव्य},च{अव्य},-,-,कर्तृसमानाधिकरणम् 10,-,और,I,-,,
गरीयान्,-,गरीयस्{पुं}{1;एक},गरीयस्{पुं}{1;एक},-,-,विशेषणम् 8,-,सबसे_बड़े,body,-,,
गुरुः,गुरुर्गरीयान्,गुरु{पुं}{1;एक},गुरु{पुं}{1;एक},-,-,समुच्चितम् 6,-,गुरु,laying_down,-,,
पूज्यः,पूज्यश्च,पूज्य{पुं}{1;एक},पूज्य{पुं}{1;एक},-,-,समुच्चितम् 6,-,अति_पूजनीय,after_offering_obeisances,18.74.K-,,
असि,-,अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हैं,who_is_worshipable,-,,
अ-प्रतिम-प्रभाव,-,अ-प्रतिम-प्रभाव{पुं}{8;एक},अप्रतिम-प्रभाव{पुं}{8;एक},<<न-प्रतिम>Tn-प्रभाव>Bs6,"न प्रतिमः = अप्रतिमः, अप्रतिमः प्रभावः यस्य = अप्रतिमप्रभावः सम्बोधने अप्रतिमप्रभाव",सम्बोध्यः 17,-,हे_अनुपम_प्रभाववाले,unto_You,-,,
लोक-त्रये,लोकत्रयेऽप्यप्रतिमप्रभाव,लोक-त्रि{पुं}{4;एक}/त्रय{पुं}{7;एक}/त्रय{नपुं}{1;द्वि}/त्रय{नपुं}{2;द्वि}/त्रय{नपुं}{7;एक}/त्रय{नपुं}{8;द्वि}/त्रया{स्त्री}{1;द्वि}/त्रया{स्त्री}{2;द्वि}/त्रया{स्त्री}{8;एक}/त्रया{स्त्री}{8;द्वि},लोक-त्रय{नपुं}{7;एक},<लोक-त्रये>T6,लोकानां त्रयम् = लोकत्रयम् तस्मिन् लोकत्रये,अधिकरणम् 17,-,तीनों_लोकों_में,unto_the_Supreme_Lord,-,,
