Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
ब्रह्म-भूयाय,ब्रह्मभूयाय,ब्रह्मभूय{नपुं}{4;एक},ब्रह्म-भूय{नपुं}{4;एक},<ब्रह्म-भूयाय>T6,ब्रह्मणः भूयं = ब्रह्मभूयम् तस्मै ब्रह्मभूयाय,प्रयोजनम् 32,-,सच्चिदानन्दघन ब्रह्म में अभिन्नभाव से स्थित होने का,me,,,
कल्पते,कल्पते,कल्पता{स्त्री}{1;द्वि}/कल्पता{स्त्री}{2;द्वि}/कृप्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;कृपूँ;भ्वादिः},कृप्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;कृपूँ;भ्वादिः},-,-,-,-,पात्र होता है,I,,,
18.51.Aब्रह्म-भूतः,18.51.Bब्रह्मभूतः,18.51.Cब्रह्मभूत{पुं}{1;एक},18.51.Dब्रह्म-भूत{पुं}{1;एक},18.51.E<ब्रह्म-भूतः>T7,18.51.Fब्रह्मणि भूतः = ब्रह्मभूतः,18.51.Gविशेषणम् 2,18.51.H-,18.51.Iसच्चिदानन्दघन ब्रह्म में एकीभाव से स्थित,as,,,
प्रसन्न-आत्मा,प्रसन्नात्मा,प्रसन्नात्मन्{पुं}{1;एक},प्रसन्न-आत्मन्{पुं}{1;एक},<प्रसन्ना-आत्मा>Bs6,प्रसन्नः आत्मा यस्य = प्रसन्नात्मा,कर्ता 4,-,प्रसन्न मनवाला योगी,and,,,
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 4,-,न,as much as,,,
शोचति,शोचति,शुच्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;शुचँ;भ्वादिः},शुच्{कर्तरि;लट्;प्र;एक;परस्मैपदी;शुचँ;भ्वादिः},-,-,-,-,शोक करता है,am,,,
(सः),-,(तद्{पुं}{1;एक}),(तद्){पुं}{1;एक},-,-,कर्ता 7,-,(वह),thus,,,
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 7,-,न,in truth,,,
काङ्क्षति,काङ्क्षति,काङ्क्ष्1{कर्तरि;लट्;प्र;एक;परस्मैपदी;काक्षिँ;भ्वादिः},काङ्क्ष्{कर्तरि;लट्;प्र;एक;परस्मैपदी;काक्षिँ;भ्वादिः},-,-,-,-,आकांक्षा ही करता है,can know,,,
(सः),-,(तद्{पुं}{1;एक}),(तद्){पुं}{1;एक},-,-,कर्ता 14,-,(वह),thereafter,,,
सर्वेषु,सर्वेषु,सर्व{पुं}{7;बहु}/सर्व{नपुं}{7;बहु},सर्व{पुं}{7;बहु},-,-,विशेषणम् 10,-,समस्त,me,,,
भूतेषु,भूतेषु,भूत{पुं}{7;बहु}/भूत{नपुं}{7;बहु},भूत{पुं}{7;बहु},-,-,अधिकरणम् 14,-,प्राणियों में,by truth,,,
समः,समः,सम{पुं}{1;एक}/सम{पुं}{1;एक},सम{पुं}{1;एक},-,-,कर्तृसमानाधिकरणम् 14,-,समभाववाला योगी,knowing,,,
पराम्,पराम्,परा{स्त्री}{2;एक}/परा{स्त्री}{2;एक},परा{स्त्री}{2;एक},-,-,विशेषणम् 13,-,परा,thereafter,,,
मद्-भक्तिम्,मद्भक्तिं,अस्मद्-भक्ति{स्त्री}{2;एक},अस्मद्-भक्ति{स्त्री}{2;एक},<मत्-भक्तिम्>T7,मयि भक्तिः = मद्भक्तिः तां मद्भक्तिम्,कर्म 14,-,मेरी भक्ति को,enters,,,
लभते,लभते,लभ्1{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः},लभ्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;डुलभँष्;भ्वादिः},-,-,-,-,प्राप्त हो जाता है,18.53.Junder my protection,,,
18.52.Aभक्त्या,18.52.Bभक्त्या,18.52.Cभक्ति{स्त्री}{3;एक},18.52.Dभक्ति{स्त्री}{3;एक},18.52.E-,18.52.F-,18.52.Gकरणम् 11,18.52.H-,18.52.Iपराभक्ति के द्वारा,all activities,,,
(सः),-,(तद्{पुं}{1;एक}),(तद्){पुं}{1;एक},-,-,कर्ता 11,-,(वह),always,,,
माम्,मामभिजानाति,अस्मद्{2;एक},अस्मद्{2;एक},-,-,कर्म 11,-,मुझको (परमात्मा को),performing,,,
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 8,-,(मैं),although,,,
यः,-,यद्{पुं}{1;एक},यद्{पुं}{1;एक},-,-,समुच्चितम् 6,-,जो,through my mercy,,,
च,-,च{अव्य},च{अव्य},-,-,कर्तृसमानाधिकरणम् 8,-,और,eternal,,,
यावान्,यावान्यश्चास्मि,याव{पुं}{2;बहु}/यावत्{पुं}{1;एक}/यावत्{पुं}{1;एक},यावत्{पुं}{1;एक},-,-,समुच्चितम् 6,-,जितना,imperishable,,,
अस्मि,-,अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः},-,-,प्रतियोगी 9,-,हूँ,abode,,,
(इति),-,(इति{अव्य}),(इति){अव्य},-,-,अनुयोगी 15,-,(यह),achieves,,,
तत्त्वतः,तत्त्वतः,तत्त्वतः{अव्य},तत्त्वतः{अव्य},-,-,क्रियाविशेषणम् 11,-,तत्त्व से,18.54.Jall kinds of activities,,,
अभिजानाति,-,अभि ज्ञा2{कर्तरि;लट्;प्र;एक;परस्मैपदी;ज्ञा;क्र्यादिः},अभि ज्ञा{कर्तरि;लट्;प्र;एक;परस्मैपदी;अभि ज्ञा;क्र्यादिः},-,-,-,-,जान लेता है,by intelligence,,,
ततः,ततो,ततः{अव्य},ततः{अव्य},-,-,हेतुः 15,-,उस,unto Me,,,
माम्,मां,अस्मद्{2;एक},अस्मद्{2;एक},-,-,कर्म 15,-,मुझको,giving up,,,
तत्त्वतः,तत्त्वतो,तत्त्वतः{अव्य},तत्त्वतः{अव्य},-,-,क्रियाविशेषणम् 15,-,तत्त्व से,devotional activities,,,
ज्ञात्वा,ज्ञात्वा,ज्ञा1{कृत् प्रत्ययः:क्त्वा;ज्ञा;भ्वादिः}/ज्ञा2{कृत् प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः},ज्ञा{कृत् प्रत्ययः:क्त्वा;ज्ञा;क्र्यादिः},-,-,पूर्वकालः 17,-,जानकर,taking shelter of,,,
तदनन्तरम्,तदनन्तरम्,तदनन्तरम्{अव्य}/तदनन्तर{पुं}{2;एक}/तदनन्तर{नपुं}{1;एक}/तदनन्तर{नपुं}{2;एक},तदनन्तरम्{अव्य},-,-,अधिकरणम् 17,-,तत्काल ही,you,,,
विशते,विशते,विशत्{पुं}{4;एक}/विशत्{नपुं}{4;एक}/विशता{स्त्री}{1;द्वि}/विशता{स्त्री}{2;द्वि},विश्{कर्तरि;लट्;प्र;एक;आत्मनेपदी;विशँ;तुदादिः},-,-,-,-,मुझमें प्रविष्ट हो जाता है,My protection,,,
18.53.Aमद्-व्यपाश्रयः,18.53.Bमद्व्यपाश्रयः,18.53.Cअस्मद्-व्यपाश्रय{पुं}{1;एक},18.53.Dअस्मद्-व्यपाश्रय{पुं}{1;एक},18.53.E<अस्मत्-व्यपाश्रयः>Bs6,18.53.Fअहं व्यपाश्रयः यस्य सः = मद्व्यपाश्रयः,18.53.Gकर्ता 10,18.53.H-,18.53.Iमेरे परायण हुआ कर्मयोगी,also,,,
सर्व-कर्माणि,सर्वकर्माण्यपि,सर्वकर्मन्{नपुं}{1;बहु}/सर्वकर्मन्{नपुं}{2;बहु},सर्व-कर्मन्{नपुं}{2;बहु},<सर्व-कर्माणि>K1,सर्वं च तत् कर्म च = सर्वकर्म तानि सर्वकर्माणि,कर्म 4,-,सम्पूर्ण कर्मों को,always,,,
सदा,सदा,सदा{अव्य},सदा{अव्य},-,-,क्रियाविशेषणम् 4,-,सदा,my consciousness,,,
कुर्वाणः,कुर्वाणो,कुर्वाण{पुं}{1;एक},कृ{कृत् प्रत्ययः:शानच्;डुकृञ्;तनादिः;पुं}{1;एक},-,-,समानकालः 10,-,करता हुआ,just become,,,
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 4,-,भी,18.55.Jmy consciousness,,,
